ma_san_pham,ten_san_pham,gia_ban,gia_goc,phan_loai,mo_ta,diem_trung_binh
422218359,Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml (Mới),533000,715000,"2x60ml
60ml","Sữa Chống Nắng Anessa Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ Cho Da Nhạy Cảm & Trẻ Em (Mới) là sản phẩm chống nắng da mặt đến từ thương hiệu Anessa - Nhật Bản. Sản phẩm với công nghệ Smooth Protect Air giúp phân tán bột chống tia UV thành bột nano có kích thước siêu nhỏ, nhờ đó, kết cấu trở nên mỏng nhẹ hơn, giảm tối đa tình trạng bết dính gây bí da, bảo vệ toàn diện làn da nhạy cảm.
Sữa Chống Nắng Cho Da Nhạy Cảm & Trẻ Em Anessa Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ (Phiên bản mới) hiện đã có mặt tại Hasaki với 2 phân loại: 60ml, 60mlx2
    Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
422204795,"Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp 150ml",117000,339000,"2x150ml
150ml","Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp là dòng sữa rửa mặt đến từ thương hiệu mỹ phẩm Cosrx của Hàn Quốc, với độ pH lý tưởng 4.5 - 5.5 sản phẩm an toàn và dịu nhẹ trên mọi làn da ngay cả làn da nhạy cảm và da mụn. Gel rửa mặt chứa 0,5% BHA tự nhiên và chiết xuất tràm trà làm sạch sâu lỗ chân lông, hỗ trợ kháng khuẩn, làm sạch mụn đồng thời tẩy da chết nhẹ nhàng.
Hiện sản phẩm Gel Rửa Mặt Cosrx Low pH Good Morning Gel Cleanser hiện đã có tại Hasaki với 2 quy cách đóng gói:
150ml
2x150ml 
 








Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
422200236,Kem Chống Nắng MartiDerm Phổ Rộng Bảo Vệ Toàn Diện 40ml,552000,1350000,,"Kem Chống Nắng MartiDerm The Originals Proteos Screen SPF50+ Fluid Cream đến từ thương hiệu dược mỹ phẩm Martiderm của Tây Ban Nha là dòng kem chống nắng dạng lỏng dễ hấp thụ với chỉ số SPF 50+ giúp ngăn ngừa và sửa chữa các dấu hiệu lão hoá da sớm. Sản phẩm cung cấp màng lọc chống nắng phổ rộng chống lại các tia UVA, UVB, IR (hồng ngoại), HEV (ánh sáng xanh). Sự kết hợp của Proteoglycans, phức hợp Spectrum Complex, phức hợp Hyaluronic Acid & Silicon Complex giúp giữ cho làn da trẻ trung, tươi tắn và đều màu. Kết cấu dạng cream-to-powder độc đáo mang lại cảm giác mượt mà, mỏng nhẹ tựa ""vô hình"" trên da.
Kem Chống Nắng Phổ Rộng Toàn Diện Ngừa Lão Hóa, Phòng Chống Nám Quay Lại MartiDerm The Originals Proteos Screen SPF50+ Fluid Cream 40ml hiện đã có mặt tại Hasaki.
    Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422211183,Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới),121000,189000,"2x400ml
400ml
Sạch sâu giảm nhờn
Sạch sâu dưỡng ẩm
Dịu nhẹ cho da nhạy cảm
Dành cho da sạm","Nước Tẩy Trang Garnier Micellar Cleansing Water là dòng sản phẩm tẩy trang nổi tiếng đến từ thương hiệu Garnier của Pháp, sử dụng công nghệ Micelles (Micellar Technology) có chứa các phân tử mi-xen hoạt động theo cơ chế nam châm giúp nhẹ nhàng làm sạch da và lấy đi bụi bẩn, cặn trang điểm và dầu thừa sâu bên trong lỗ chân lông mà không gây khô da.


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422204884,Combo 2 Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,295000,590000,"2x500ml
2x140ml
140ml
500ml
500+140ml","Nước Tẩy Trang Bí Đao Cocoon Winter Melon Micellar Water mới từ thương hiệu mỹ phẩm thuần chay Cocoon là sản phẩm tẩy trang được thiết kế chuyên biệt dành cho da dầu và da mụn nhạy cảm. Với công nghệ Micellar, nước tẩy trang bí đao giúp làm sạch hiệu quả lớp trang điểm, bụi bẩn và dầu thừa, mang lại làn da sạch hoàn toàn và dịu nhẹ.
 
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
422200152,Serum L'Oreal Hyaluronic Acid Cấp Ẩm Sáng Da 30ml,309000,499000,,"Tinh Chất Siêu Cấp Ẩm Sáng Da L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum 30ml là dòng sản phẩm serum đến từ thương hiệu L'Oréal Paris nổi tiếng của Pháp, với sự kết hợp không chỉ 1 mà đến 2 loại Hyaluronic Acid ưu việt ở nồng độ 1.5% sẽ là giải pháp chăm sóc da hiệu quả dành cho làn da khô & lão hóa, giúp cung cấp độ ẩm tối đa cho da căng mịn và tươi sáng tức thì. Với Revitalift HA đậm đặc, làn da sẽ có sự thay đổi rõ rệt, mang đến vẻ ngoài rạng rỡ cho bạn.
 




Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
422211240,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml,298000,410000,"15ml
40ml
40ml + 50ml
100ml","Sản Phẩm Chăm Sóc Da La Roche-Posay hiện đã có mặt tại Hasaki với các phân loại:
Cicaplast Baume B5+ Ultra-Repairing Soothing Balm 40ml (tuýp nhỏ)
Cicaplast Baume B5+ Ultra-Repairing Soothing Balm 100ml (tuýp lớn)
Cicaplast Baume B5+ Ultra-Repairing Soothing Balm 15ml (tuýp mini)
Combo Kem Dưỡng Cicaplast Baume B5+ Ultra-Repairing Soothing Balm 40ml + Xịt Khoáng Thermal Spring Water 50ml
 Thông tin sản phẩm:
1. Kem Dưỡng Giúp Phục Hồi Da Đa Công Dụng La Roche-Posay Cicaplast Baume B5+ Ultra-Repairing Soothing Balm
Kem dưỡng Cicaplast Baume B5+ Ultra-Repairing Soothing Balm mới từ thương hiệu dược mỹ phẩm La Roche-Posay được thiết kế chuyên biệt dành cho làn da khô, kích ứng và thương tổn, giúp phục hồi da sau 1H và bảo vệ hàng rào độ ẩm da với công nghệ cải tiến mới Tribioma và các hoạt chất phục hồi chuyên sâu.

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422209322,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 500ml (Mới),329000,419000,"2x125ml
2x250ml
2x59ml
2x500ml
59ml
125ml
250ml
500ml
1000ml","Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser phiên bản mới ra mắt năm 2022 từ thương hiệu Cetaphil với công thức khoa học mới cho làn da nhạy cảm, giúp làm sạch da, loại bỏ bụi bẩn, phù hợp cho mọi loại da, không làm khô da và duy trì hàng rào bảo vệ da suốt ngày dài.
Được chứng minh lâm sàng có khả năng làm sạch sâu, loại bỏ hoàn toàn bụi bẩn, và tạp chất trên da một cách dịu nhẹ nhưng vẫn duy trì độ ẩm tự nhiên để bảo vệ da khỏi tình trạng khô ráp, Sữa Rửa Mặt Cetaphil Mới với công thức lành tính không gây kích ứng sẽ an toàn cho mọi loại da, kể cả da nhạy cảm.
Sữa Rửa Mặt Dịu Lành Cho Da Nhạy Cảm Cetaphil Gentle Skin Cleanser hiện đã có mặt tại Hasaki với 6 dung tích cho bạn lựa chọn:
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 59ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 125ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 250ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 473ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 500ml
Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 1000ml


  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
249500007,Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 55g,165000,219000,"2x55g
2x25g
25g
55g","Sữa Chống Nắng Sunplay Skin Aqua Clear White SPF50+ PA++++ là dòng sản phẩm chống nắng cho da mặt đến từ thương hiệu chống nắng Sunplay Skin Aqua, ứng dụng công nghệ CHỐNG NẮNG - GIỮ ẨM đột phá từ Nhật Bản giúp chống nắng mạnh mẽ và bền bì trên da, đồng thời hạn chế tình trạng mất nước và duy trì độ ẩm tối ưu. Đặc biệt, sản phẩm còn có công dụng kiểm soát bã nhờn và dưỡng da sáng mịn đều màu, là giải pháp lý tưởng dành cho các cô nàng da dầu nhờn trong mùa hè nóng bức.



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422208972,Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 236ml,261000,340000,"88ml
236ml
473ml
Da khô/Hỗn hợp khô
Da dầu/Hỗn hợp dầu","Sữa Rửa Mặt Cerave Sạch Sâu là sản phẩm sữa rửa mặt đến từ thương hiệu mỹ phẩm Cerave của Mỹ, với sự kết hợp của ba Ceramides thiết yếu, Hyaluronic Acid sản phẩm giúp làm sạch và giữ ẩm cho làn da mà không ảnh hưởng đến hàng rào bảo vệ da mặt và cơ thể.
Hiện sản phẩm Sữa Rửa Mặt Cerave Sạch Sâu đã có mặt tại Hasaki với 2 loại và 3 dung tích (88ml; 236ml; 473ml):
Sữa Rửa Mặt Cerave Sạch Sâu Cho Da Thường Đến Da Dầu 
Sữa Rửa Mặt Cerave Sạch Sâu Cho Da Thường Đến Da Khô
1. Sữa Rửa Mặt Cerave Sạch Sâu Cho Da Thường Đến Da Dầu 
Sữa Rửa Mặt Cerave Foaming Cleanser kết cấu dạng gel tạo bọt rất lý tưởng để loại bỏ dầu thừa, bụi bẩn và lớp trang điểm với công thức nhẹ nhàng, không phá vỡ hàng rào bảo vệ tự nhiên của da và chứa các thành phần giúp duy trì độ ẩm cân bằng da. Cerave Foaming Cleanser chứa Ceramides, Axit Hyaluronic và Niacinamide giúp duy trì hàng rào bảo vệ da, khóa ẩm và làm dịu làn da của bạn.
   
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.9
422212331,Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,51000,70000,"1 gói
2 gói
5 gói
30 gói","Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng là sản phẩm bông tẩy trang đến từ thương hiệu Hotosu của Việt Nam, được sản xuất theo công nghệ Châu Âu. Bông có thiết kế viền ép chắc chắn và dập nổi bề mặt, từ đó giúp tẩy trang dễ dàng gấp 3 lần. Đặc biệt, thiết kế bông mỏng và chắc chắn giúp tiết kiệm 50% dung dịch sản phẩm. Gói 150 miếng giá tốt hơn cho thời gian sử dụng lâu hơn.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422208913,"Serum Garnier Giảm Mụn Mờ Thâm Cho Da Dầu, Mụn 30ml",264000,349000,"Sample Serum 7.5mlx2 + Tẩy Trang 400ml + SRM 120ml
Serum 30ml + Sample 7.5ml + Tẩy Trang 125ml
Serum 30ml
Serum 30ml + Tẩy Trang 125ml
Serum 30ml + Sample 7.5ml + Tẩy Trang 50ml
Serum 30ml + Sample 7.5mlx2
Combo
Lẻ","Tinh Chất Garnier Giảm Mụn Mờ Thâm Cho Da Dầu, Mụn 30ml là sản phẩm serum đến từ thương hiệu mỹ phẩm Garnier của Pháp, với công thức vượt trội 4% phức hợp Vitamin C, BHA, Niacinamide, AHA có công dụng giảm mụn, mờ vết thâm và vết thâm do mụn đồng thời làn da sẽ được làm dịu, sáng hơn rõ rệt. Sản phẩm hoạt động theo cơ chế 3 tác động làm giảm bã nhờn - tiêu sừng - mờ thâm mang lại làn da sáng mịn, rạng ngời. 
Hiện sản phẩm Tinh Chất Garnier Bright Complete Anti-Acnes Booster Serum 30ml đã có mặt tại Hasaki với nhiều combo ưu đãi đặc biệt, giúp chăm sóc làn da toàn diện nhưng vẫn tiết kiệm chi phí:
Serum 30ml + Sample Serum 7.5mlx2
Serum 30ml + Sample 7.5ml + Nước Tẩy Trang Cho Da Dầu, Mụn 125ml
Serum 30ml + Sample 7.5ml + Nước Tẩy Trang Cho Da Dầu, Mụn 50ml
Serum 30ml + Nước Tẩy Trang Cho Da Dầu, Mụn 125ml
Sample Serum 7.5mlx2 + Nước Tẩy Trang Cho Da Dầu Mụn 400ml + Gel Rửa Mặt Sạch Thoáng Dịu Nhẹ 120ml
 Lưu ý: Hiện Hasaki đang bán song song cả 2 mẫu cũ và mới.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
204900024,Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml,379000,525000,"Combo 800ml
50ml
200ml
400ml","Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm đến từ thương hiệu dược mỹ phẩm La Roche-Posay của Pháp là dòng sản phẩm tẩy trang dành cho da mặt, vùng mắt và môi, ứng dụng công nghệ Glyco Micellar giúp làm sạch sâu lớp trang điểm và bụi bẩn, bã nhờn trên da vượt trội mà vẫn êm dịu, không gây căng rát hay kích ứng da; đồng thời cung cấp độ ẩm, mang đến làn da mềm mại & thoáng nhẹ sau khi sử dụng.
 


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
253900003,Serum Skin1004 Rau Má Làm Dịu & Hỗ Trợ Phục Hồi Da 100ml,309000,610000,"30ml
55ml
100ml","Tinh Chất Rau Má Hỗ Trợ Giảm Mụn, Phục Hồi Da Skin1004 Madagascar Centella Ampoule là dòng sản phẩm bán chạy nhất của thương hiệu chăm sóc da Skin1004 đến từ Hàn Quốc, đoạt giải thưởng Best of Beauty Award 2019 Winner của tạp chí Female Daily. Sản phẩm chứa chiết xuất từ rau má giúp làm dịu da, giảm sưng viêm mụn, hỗ trợ phục hồi da và chữa lành các thương tổn do mụn hoặc kích ứng gây ra, tái tạo làn da mới tươi sáng và mịn màng hơn.












Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
231100005,"Serum GoodnDoc Dưỡng Ẩm, Hỗ Trợ Phục Hồi Da 30ml",349000,490000,,"Tinh Chất GoodnDoc Hydra B5 Serum là sản phẩm serum dưỡng da đến từ thương hiệu GoodnDoc của Hàn Quốc, chứa thành phần Pro-Vitamin B5 kết hợp cùng Hyaluronic Acid, Adenosine và Niacinamide giúp dưỡng ẩm chuyên sâu và hỗ trợ phục hồi làn da tổn thương, kích ứng. Giúp da luôn căng đầy sức sống, trẻ hóa và căng mịn da. Bảo vệ làn da của bạn khỏi cháy nắng, nám tàn nhang da. Phục hồi tăng cường độ đàn hồi cho da, giúp da khô ráp trở nên mịn màng và trẻ trung hơn.
Tinh Chất Dưỡng Ẩm, Hỗ Trợ Phục Hồi Da GoodnDoc Hydra B5 Serum 30ml hiện đã có mặt tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422207844,"Serum oh!oh! Dưỡng Sáng Da, Giảm Thâm Nám 30ml",636000,980000,"10ml
30ml","Tinh Chất oh!oh! Dưỡng Sáng Da, Giảm Thâm Nám là sản phẩm serum đến từ thương hiệu mỹ phẩm oh!oh! của Hàn Quốc, chứa nồng độ 20% Niacinamide (vitamin B3) giúp làm sáng da, giảm mụn, hỗ trợ điều tiết dầu thừa, ngừa bít tắc chân lông. Kết hợp cùng 2% N- Acetyl- Glucosamine (NAG) hỗ trợ cải thiện đốm sắc tố, giúp da sáng hơn, đều màu hơn, ngoài ra còn có công dụng làm giảm mụn. Serum thấm nhanh, không nhờn dính như các sản phẩm serum Niacinamide khác trên thị trường, lý tưởng dành cho làn da dầu mụn.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",5.0
205100136,"Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, Khô 400ml",150000,229000,"2x400ml
95ml
400ml
Làm Sạch Sâu
Tươi Mát Da
Kiềm Dầu
Căng Mịn Da
Dưỡng Ẩm
Tươi Mát Da và Làm Sạch Sâu
Tươi Mát Da và Dưỡng Ẩm","Nước Tẩy Trang L'Oréal là dòng sản phẩm tẩy trang dạng nước đến từ thương hiệu L'Oreal Paris, được ứng dụng công nghệ Micellar dịu nhẹ giúp làm sạch da, lấy đi bụi bẩn, dầu thừa và cặn trang điểm chỉ trong một bước, mang lại làn da thông thoáng, mềm mượt mà không hề khô căng.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422200306,Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 50g,265000,389000,"2 món
2x15g
2x50g
15g
50g","Neutrogena Hydro Boost Water Gel là dòng sản phẩm kem dưỡng ẩm da nổi tiếng đến từ thương hiệu Neutrogena của Mỹ, nay được cải tiến với diện mạo mới & công thức mới - bổ sung thêm 20% Hyaluronic Acid, kết hợp 9 loại Amino Acid khác nhau, từ đó tăng cường cấp ẩm cho da gấp 5 lần so với công thức cũ, mang lại hiệu quả dưỡng ẩm sâu suốt 72 giờ, cho làn da căng bóng, sáng mịn và đàn hồi.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
